title,category,content,summary,write_date,src_origin
て	テ	テ	て	助詞-接続助詞			
も	モ	モ	も	助詞-係助詞			
返還	ヘンカン	ヘンカン	返還	名詞-普通名詞-サ変可能			0
命令	メーレー	メイレイ	命令	名詞-普通名詞-サ変可能			0
が	ガ	ガ	が	助詞-格助詞			
出さ	ダサ	ダス	出す	動詞-非自立可能	五段-サ行	未然形-一般	1
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
こと	コト	コト	事	名詞-普通名詞-一般			2
が	ガ	ガ	が	助詞-格助詞			
わかっ	ワカッ	ワカル	分かる	動詞-一般	五段-ラ行	連用形-促音便	2
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	0
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
補助	ホジョ	ホジョ	補助	名詞-普通名詞-サ変可能			1
金	キン	キン	金	接尾辞-名詞的-一般			
に	ニ	ニ	に	助詞-格助詞			
よっ	ヨッ	ヨル	因る	動詞-一般	五段-ラ行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
再建	サイケン	サイケン	再建	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
もの	モノ	モノ	物	名詞-普通名詞-サ変可能			2,0
の	ノ	ノ	の	助詞-格助詞			
、			、	補助記号-読点			
破産	ハサン	ハサン	破産	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	終止形-一般	0
しか	シカ	シカ	しか	助詞-副助詞			
なかっ	ナカッ	ナイ	無い	形容詞-非自立可能	形容詞	連用形-促音便	1
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
と	ト	ト	と	助詞-格助詞			
いう	ユー	イウ	言う	動詞-一般	五段-ワア行	連体形-一般	
旅館	リョカン	リョカン	旅館	名詞-普通名詞-一般			0
も	モ	モ	も	助詞-係助詞			
あり	アリ	アル	有る	動詞-非自立可能	五段-ラ行	連用形-一般	1
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
岩手	イワテ	イワテ	イワテ	名詞-固有名詞-地名-一般			1
県	ケン	ケン	県	名詞-普通名詞-一般			1
宮古	ミヤコ	ミヤコ	ミヤコ	名詞-固有名詞-地名-一般			1
市	シ	シ	市	名詞-普通名詞-一般			1
に	ニ	ニ	に	助詞-格助詞			
ある	アル	アル	有る	動詞-非自立可能	五段-ラ行	連体形-一般	1
旅館	リョカン	リョカン	旅館	名詞-普通名詞-一般			0
で	デ	デ	で	助詞-格助詞			
女将	オカミ	オカミ	女将	名詞-普通名詞-一般			2
を	オ	ヲ	を	助詞-格助詞			
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	0
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
、			、	補助記号-読点			
佐々木	ササキ	ササキ	ササキ	名詞-固有名詞-人名-姓			0
美津子	ミツコ	ミツコ	ミツコ	名詞-固有名詞-人名-名			1
さん	サン	サン	さん	接尾辞-名詞的-一般			
（			（	補助記号-括弧開			
75	75	75	75	名詞-数詞			0
）			）	補助記号-括弧閉			
です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	
。			。	補助記号-句点			
去年	キョネン	キョネン	去年	名詞-普通名詞-副詞可能			1
10	10	10	10	名詞-数詞			0
月	ガツ	ガツ	月	名詞-普通名詞-助数詞可能			1
破産	ハサン	ハサン	破産	名詞-普通名詞-サ変可能			0
を	オ	ヲ	を	助詞-格助詞			
申請	シンセー	シンセイ	申請	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
佐々木	ササキ	ササキ	ササキ	名詞-固有名詞-人名-姓			0
美津子	ミツコ	ミツコ	ミツコ	名詞-固有名詞-人名-名			1
さん	サン	サン	さん	接尾辞-名詞的-一般			
「			「	補助記号-括弧開			
寂しい	サビシー	サビシイ	寂しい	形容詞-一般	形容詞	終止形-一般	3
な	ナ	ナ	な	助詞-終助詞			
って	ッテ	ッテ	って	助詞-副助詞			
思う	オモウ	オモウ	思う	動詞-一般	五段-ワア行	終止形-一般	2
けど	ケド	ケレド	けれど	助詞-接続助詞			
。			。	補助記号-句点			
私	ワタクシ	ワタクシ	私-代名詞	代名詞			0
で	デ	デ	で	助詞-格助詞			
でき	デキ	デキル	出来る	動詞-非自立可能	上一段-カ行	未然形-一般	2
なく	ナク	ナイ	ない	助動詞	助動詞-ナイ	連用形-一般	
て	テ	テ	て	助詞-接続助詞			
ごめん	ゴメン	ゴメン	御免	名詞-普通名詞-一般			0
ね	ネ	ネ	ね	助詞-終助詞			
って	ッテ	ッテ	って	助詞-副助詞			
。			。	補助記号-句点			
せっかく	セッカク	セッカク	折角	副詞			0,4
立派	リッパ	リッパ	立派	形状詞-一般			0
に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	
建て	タテ	タテル	立てる	動詞-一般	下一段-タ行	連用形-一般	2
て	テ	テ	て	助詞-接続助詞			
もらっ	モラッ	モラウ	貰う	動詞-非自立可能	五段-ワア行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
ね	ネ	ネ	ね	助詞-終助詞			
」			」	補助記号-括弧閉			
この	コノ	コノ	此の	連体詞			0
旅館	リョカン	リョカン	旅館	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
併設	ヘーセツ	ヘイセツ	併設	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
い	イ	イル	居る	動詞-非自立可能	上一段-ア行	連用形-一般	0
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
飲食	インショク	インショク	飲食	名詞-普通名詞-サ変可能			0,1
店	テン	テン	店	接尾辞-名詞的-一般			
と	ト	ト	と	助詞-格助詞			
とも	トモ	トモ	共	名詞-普通名詞-一般			0,1
に	ニ	ニ	に	助詞-格助詞			
、			、	補助記号-読点			
震災	シンサイ	シンサイ	震災	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
津波	ツナミ	ツナミ	津波	名詞-普通名詞-一般			0
で	デ	デ	で	助詞-格助詞			
全壊	ゼンカイ	ゼンカイ	全壊	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
そこ	ソコ	ソコ	其処	代名詞			0
で	デ	デ	で	助詞-格助詞			
、			、	補助記号-読点			
グループ	グループ	グループ	グループ-group	名詞-普通名詞-一般			2
補助	ホジョ	ホジョ	補助	名詞-普通名詞-サ変可能			1
金	キン	キン	金	接尾辞-名詞的-一般			
およそ	オヨソ	オヨソ	凡そ	副詞			0
1	1	1	1	名詞-数詞			0
億	オク	オク	億	名詞-数詞			1
6000	6000	6000	6000	名詞-数詞			0
万	マン	マン	万	名詞-数詞			1
円	エン	エン	円-助数詞	名詞-普通名詞-助数詞可能			1
を	オ	ヲ	を	助詞-格助詞			
活用	カツヨー	カツヨウ	活用	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
、			、	補助記号-読点			
2	2	2	2	名詞-数詞			0
年	ネン	ネン	年	名詞-普通名詞-助数詞可能			1
後	ゴ	ゴ	後	接尾辞-名詞的-副詞可能			
に	ニ	ニ	に	助詞-格助詞			
別	ベツ	ベツ	別	名詞-普通名詞-形状詞可能			0
の	ノ	ノ	の	助詞-格助詞			
場所	バショ	バショ	場所	名詞-普通名詞-一般			0
で	デ	デ	で	助詞-格助詞			
営業	エーギョー	エイギョウ	営業	名詞-普通名詞-サ変可能			0
を	オ	ヲ	を	助詞-格助詞			
再開	サイカイ	サイカイ	再開	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
その	ソノ	ソノ	其の	連体詞			0
後	アト	アト	後	名詞-普通名詞-副詞可能			1
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
三陸	サンリク	サンリク	サンリク	名詞-固有名詞-地名-一般			0,2
を	オ	ヲ	を	助詞-格助詞			
代表	ダイヒョー	ダイヒョウ	代表	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	連体形-一般	0
景勝	ケーショー	ケイショウ	景勝	名詞-普通名詞-一般			0
地	チ	チ	地	名詞-普通名詞-一般			1
「			「	補助記号-括弧開			
浄土ヶ浜	ジョードガハマ	ジョウドガハマ	ジョウドガハマ	名詞-固有名詞-地名-一般			4
」			」	補助記号-括弧閉			
へ	エ	ヘ	へ	助詞-格助詞			
の	ノ	ノ	の	助詞-格助詞			
観光	カンコー	カンコウ	観光	名詞-普通名詞-サ変可能			0
客	キャク	キャク	客	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
ほか	ホカ	ホカ	他	名詞-普通名詞-副詞可能			0
、			、	補助記号-読点			
復興	フッコー	フッコウ	復興	名詞-普通名詞-サ変可能			0
工事	コージ	コウジ	工事	名詞-普通名詞-サ変可能			1
関連	カンレン	カンレン	関連	名詞-普通名詞-サ変可能			0
の	ノ	ノ	の	助詞-格助詞			
需要	ジュヨー	ジュヨウ	需要	名詞-普通名詞-一般			0
も	モ	モ	も	助詞-係助詞			
あり	アリ	アル	有る	動詞-非自立可能	五段-ラ行	連用形-一般	1
、			、	補助記号-読点			
売り上げ	ウリアゲ	ウリアゲ	売り上げ	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
大きく	オーキク	オオキイ	大きい	形容詞-一般	形容詞	連用形-一般	3
伸び	ノビ	ノビル	伸びる	動詞-一般	上一段-バ行	連用形-一般	2
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
しかし	シカシ	シカシ	然し	接続詞			2
、			、	補助記号-読点			
2016	2016	2016	2016	名詞-数詞			0
年	ネン	ネン	年	名詞-普通名詞-助数詞可能			1
。			。	補助記号-句点			
台風	タイフー	タイフウ	台風	名詞-普通名詞-一般			3
10	10	10	10	名詞-数詞			0
号	ゴー	ゴウ	号	名詞-普通名詞-助数詞可能			1
で	デ	デ	で	助詞-格助詞			
建物	タテモノ	タテモノ	建物	名詞-普通名詞-一般			2,3
が	ガ	ガ	が	助詞-格助詞			
浸水	シンスイ	シンスイ	浸水	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
、			、	補助記号-読点			
旅館	リョカン	リョカン	旅館	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
休業	キューギョー	キュウギョウ	休業	名詞-普通名詞-サ変可能			0
を	オ	ヲ	を	助詞-格助詞			
余儀	ヨギ	ヨギ	余儀	名詞-普通名詞-一般			1
なく	ナク	ナイ	無い	形容詞-非自立可能	形容詞	連用形-一般	1
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
れ	レ	レル	れる	助動詞	助動詞-レル	連用形-一般	
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
その	ソノ	ソノ	其の	連体詞			0
3	3	3	3	名詞-数詞			0
年	ネン	ネン	年	名詞-普通名詞-助数詞可能			1
後	ゴ	ゴ	後	接尾辞-名詞的-副詞可能			
に	ニ	ニ	に	助詞-格助詞			
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
地域	チイキ	チイキ	地域	名詞-普通名詞-一般			1
を	オ	ヲ	を	助詞-格助詞			
通る	トール	トオル	通る	動詞-一般	五段-ラ行	連体形-一般	1
第	ダイ	ダイ	第	接頭辞			
三	サン	サン	三	名詞-数詞			0
セクター	セクター	セクター	セクター-sector	名詞-普通名詞-一般			1
の	ノ	ノ	の	助詞-格助詞			
「			「	補助記号-括弧開			
三陸	サンリク	サンリク	サンリク	名詞-固有名詞-地名-一般			0,2
鉄道	テツドー	テツドウ	鉄道	名詞-普通名詞-一般			0
」			」	補助記号-括弧閉			
が	ガ	ガ	が	助詞-格助詞			
台風	タイフー	タイフウ	台風	名詞-普通名詞-一般			3
被害	ヒガイ	ヒガイ	被害	名詞-普通名詞-一般			1
で	デ	デ	で	助詞-格助詞			
5	5	5	5	名詞-数詞			0
か月	カゲツ	カゲツ	箇月	名詞-普通名詞-助数詞可能			1
に	ニ	ニ	に	助詞-格助詞			
わたっ	ワタッ	ワタル	渡る	動詞-非自立可能	五段-ラ行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
不通	フツー	フツウ	不通	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
なり	ナリ	ナル	成る	動詞-非自立可能	五段-ラ行	連用形-一般	1
、			、	補助記号-読点			
観光	カンコー	カンコウ	観光	名詞-普通名詞-サ変可能			0
に	ニ	ニ	に	助詞-格助詞			
大きな	オーキナ	オオキナ	大きな	連体詞			1
影響	エーキョー	エイキョウ	影響	名詞-普通名詞-サ変可能			0
が	ガ	ガ	が	助詞-格助詞			
出	デ	デル	出る	動詞-一般	下一段-ダ行	連用形-一般	1
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
佐々木	ササキ	ササキ	ササキ	名詞-固有名詞-人名-姓			0
美津子	ミツコ	ミツコ	ミツコ	名詞-固有名詞-人名-名			1
さん	サン	サン	さん	接尾辞-名詞的-一般			
「			「	補助記号-括弧開			
宮古	ミヤコ	ミヤコ	ミヤコ	名詞-固有名詞-地名-一般			1
市	シ	シ	市	名詞-普通名詞-一般			1
は	ワ	ハ	は	助詞-係助詞			
三	サン	サン	三	名詞-数詞			0
鉄	テツ	テツ	鉄	接尾辞-名詞的-一般			
の	ノ	ノ	の	助詞-格助詞			
お	オ	オ	御	接頭辞			
客	キャク	キャク	客	名詞-普通名詞-一般			0
様	サマ	サマ	様	接尾辞-名詞的-一般			
なけれ	ナケレ	ナイ	無い	形容詞-非自立可能	形容詞	仮定形-一般	1
ば	バ	バ	ば	助詞-接続助詞			
絶対	ゼッタイ	ゼッタイ	絶対	名詞-普通名詞-副詞可能			0
来	コ	クル	来る	動詞-非自立可能	カ行変格	未然形-一般	1
ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	終止形-一般	
です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	
。			。	補助記号-句点			
宮古	ミヤコ	ミヤコ	ミヤコ	名詞-固有名詞-人名-姓			1
に	ニ	ニ	に	助詞-格助詞			
は	ワ	ハ	は	助詞-係助詞			
行け	イケ	イク	行く	動詞-非自立可能	下一段-カ行	未然形-一般	0
ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	
ん	ン	ノ	の	助詞-準体助詞			
だ	ダ	ダ	だ	助動詞	助動詞-ダ	終止形-一般	
と	ト	ト	と	助詞-格助詞			
思う	オモウ	オモウ	思う	動詞-一般	五段-ワア行	終止形-一般	2
から	カラ	カラ	から	助詞-接続助詞			
、			、	補助記号-読点			
結局	ケッキョク	ケッキョク	結局	名詞-普通名詞-副詞可能			4,0
皆	ミナ	ミナ	皆	名詞-普通名詞-副詞可能			2,0
さん	サン	サン	さん	接尾辞-名詞的-一般			
、			、	補助記号-読点			
隣	トナリ	トナリ	隣り	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
秋田	アキタ	アキタ	アキタ	名詞-固有名詞-地名-一般			1
と	ト	ト	と	助詞-格助詞			
か	カ	カ	か	助詞-副助詞			
青森	アオモリ	アオモリ	アオモリ	名詞-固有名詞-地名-一般			2
に	ニ	ニ	に	助詞-格助詞			
行っ	イッ	イク	行く	動詞-非自立可能	五段-カ行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
しまっ	シマッ	シマウ	仕舞う	動詞-非自立可能	五段-ワア行	連用形-促音便	0
て	テ	テ	て	助詞-接続助詞			
、			、	補助記号-読点			
お	オ	オ	御	接頭辞			
客	キャク	キャク	客	名詞-普通名詞-一般			0
さん	サン	サン	さん	接尾辞-名詞的-一般			
は	ワ	ハ	は	助詞-係助詞			
来	コ	クル	来る	動詞-非自立可能	カ行変格	未然形-一般	1
ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	
ん	ン	ノ	の	助詞-準体助詞			
です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	
よ	ヨ	ヨ	よ	助詞-終助詞			
」			」	補助記号-括弧閉			
その	ソノ	ソノ	其の	連体詞			0
後	アト	アト	後	名詞-普通名詞-副詞可能			1
も	モ	モ	も	助詞-係助詞			
復興	フッコー	フッコウ	復興	名詞-普通名詞-サ変可能			0
需要	ジュヨー	ジュヨウ	需要	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
減少	ゲンショー	ゲンショウ	減少	名詞-普通名詞-サ変可能			0
や	ヤ	ヤ	や	助詞-副助詞			
新型	シンガタ	シンガタ	新型	名詞-普通名詞-一般			0
コロナ	コロナ	コロナ	コロナ-corona	名詞-普通名詞-一般			1
の	ノ	ノ	の	助詞-格助詞			
感染	カンセン	カンセン	感染	名詞-普通名詞-サ変可能			0
拡大	カクダイ	カクダイ	拡大	名詞-普通名詞-サ変可能			0
に	ニ	ニ	に	助詞-格助詞			
よる	ヨル	ヨル	因る	動詞-一般	五段-ラ行	連体形-一般	0
利用	リヨー	リヨウ	利用	名詞-普通名詞-サ変可能			0
客	キャク	キャク	客	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
減少	ゲンショー	ゲンショウ	減少	名詞-普通名詞-サ変可能			0
で	デ	デ	で	助詞-格助詞			
、			、	補助記号-読点			
旅館	リョカン	リョカン	旅館	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
売り上げ	ウリアゲ	ウリアゲ	売り上げ	名詞-普通名詞-一般			0
は	ワ	ハ	は	助詞-係助詞			
半分	ハンブン	ハンブン	半分	名詞-普通名詞-副詞可能			3
以下	イカ	イカ	以下	名詞-普通名詞-一般			1
に	ニ	ニ	に	助詞-格助詞			
落ち込み	オチコミ	オチコム	落ち込む	動詞-一般	五段-マ行	連用形-一般	0,3
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
弁当	ベントー	ベントウ	弁当	名詞-普通名詞-一般			3
の	ノ	ノ	の	助詞-格助詞			
仕出し	シダシ	シダシ	仕出し	名詞-普通名詞-一般			0
など	ナド	ナド	など	助詞-副助詞			
に	ニ	ニ	に	助詞-格助詞			
も	モ	モ	も	助詞-係助詞			
力	チカラ	チカラ	力	名詞-普通名詞-一般			3
を	オ	ヲ	を	助詞-格助詞			
入れ	イレ	イレル	入れる	動詞-一般	下一段-ラ行	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
が	ガ	ガ	が	助詞-接続助詞			
、			、	補助記号-読点			
魚	サカナ	サカナ	魚	名詞-普通名詞-一般			0
の	ノ	ノ	の	助詞-格助詞			
不漁	フリョー	フリョウ	不漁	名詞-普通名詞-一般			0
や	ヤ	ヤ	や	助詞-副助詞			
原	ゲン	ゲン	原	接頭辞			
材料	ザイリョー	ザイリョウ	材料	名詞-普通名詞-一般			3
価格	カカク	カカク	価格	名詞-普通名詞-一般			0,1
、			、	補助記号-読点			
燃料	ネンリョー	ネンリョウ	燃料	名詞-普通名詞-一般			3
費	ヒ	ヒ	費	接尾辞-名詞的-一般			
の	ノ	ノ	の	助詞-格助詞			
高騰	コートー	コウトウ	高騰	名詞-普通名詞-サ変可能			0
で	デ	デ	で	助詞-格助詞			
利益	リエキ	リエキ	利益	名詞-普通名詞-一般			1
が	ガ	ガ	が	助詞-格助詞			
出	デ	デル	出る	動詞-一般	下一段-ダ行	未然形-一般	1
なく	ナク	ナイ	ない	助動詞	助動詞-ナイ	連用形-一般	
なっ	ナッ	ナル	成る	動詞-非自立可能	五段-ラ行	連用形-促音便	1
て	テ	テ	て	助詞-接続助詞			
いき	イキ	イク	行く	動詞-非自立可能	五段-カ行	連用形-一般	0
まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
。			。	補助記号-句点			
旅館	リョカン	リョカン	旅館	名詞-普通名詞-一般			0
経営	ケーエー	ケイエイ	経営	名詞-普通名詞-サ変可能			0
も	モ	モ	も	助詞-係助詞			
飲食	インショク	インショク	飲食	名詞-普通名詞-サ変可能			0,1
も	モ	モ	も	助詞-係助詞			
回復	カイフク	カイフク	回復	名詞-普通名詞-サ変可能			0
の	ノ	ノ	の	助詞-格助詞			
兆し	キザシ	キザシ	兆し	名詞-普通名詞-一般			0
が	ガ	ガ	が	助詞-格助詞			
見え	ミエ	ミエル	見える	動詞-一般	下一段-ア行	未然形-一般	2
ず	ズ	ズ	ず	助動詞	助動詞-ヌ	連用形-一般	
、			、	補助記号-読点			
事業	ジギョー	ジギョウ	事業	名詞-普通名詞-一般			1
の	ノ	ノ	の	助詞-格助詞			
譲渡	ジョート	ジョウト	譲渡	名詞-普通名詞-サ変可能			1
や	ヤ	ヤ	や	助詞-副助詞			
転換	テンカン	テンカン	転換	名詞-普通名詞-サ変可能			0
も	モ	モ	も	助詞-係助詞			
考え	カンガエ	カンガエル	考える	動詞-一般	下一段-ア行	連用形-一般	3,4
た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	
と	ト	ト	と	助詞-格助詞			
言い	イー	イウ	言う	動詞-一般	五段-ワア行	連用形-一般	0
ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	
。			。	補助記号-句点			
佐々木	ササキ	ササキ	ササキ	名詞-固有名詞-人名-姓			0
美津子	ミツコ	ミツコ	ミツコ	名詞-固有名詞-人名-名			1
さん	サン	サン	さん	接尾辞-名詞的-一般			
「			「	補助記号-括弧開			
（			（	補助記号-括弧開			
転換	テンカン	テンカン	転換	名詞-普通名詞-サ変可能			0
する	スル	スル	為る	動詞-非自立可能	サ行変格	終止形-一般	0
なら	ナラ	ダ	だ	助動詞	助動詞-ダ	仮定形-一般	
）			）	補助記号-括弧閉			
介護	カイゴ	カイゴ	介護	名詞-普通名詞-サ変可能			1
が	ガ	ガ	が	助詞-格助詞			
一番	イチバン	イチバン	一番	副詞			0,2
いい	イー	ヨイ	良い	形容詞-非自立可能	形容詞	終止形-一般	1
と	ト	ト	と	助詞-格助詞			
思う	オモウ	オモウ	思う	動詞-一般	五段-ワア行	連体形-一般	2
ん	ン	ノ	の	助詞-準体助詞			
です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	
よ	ヨ	ヨ	よ	助詞-終助詞			
。			。	補助記号-句点			
デイ	デー	デー	デー-day	名詞-普通名詞-一般			1
サービス	サービス	サービス	サービス-service	名詞-普通名詞-サ変可能			1
に	ニ	ニ	に	助詞-格助詞			
き	キ	クル	来る	動詞-非自立可能	カ行変格	連用形-一般	1
た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	
人	ヒト	ヒト	人	名詞-普通名詞-一般			0
に	ニ	ニ	に	助詞-格助詞			
何	ナン	ナニ	何	代名詞			1
か	カ	カ	か	助詞-副助詞			
食べ	タベ	タベル	食べる	動詞-一般	下一段-バ行	未然形-一般	2
させる	サセル	サセル	させる	助動詞	下一段-サ行	連体形-一般	
こと	コト	コト	事	名詞-普通名詞-一般			2
は	ワ	ハ	は	助詞-係助詞			
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	終止形-一般	2
し	シ	シ	し	助詞-接続助詞			
、			、	補助記号-読点			
宴会	エンカイ	エンカイ	宴会	名詞-普通名詞-一般			0
場	ジョー	ジョウ	場	接尾辞-名詞的-一般			
が	ガ	ガ	が	助詞-格助詞			
ある	アル	アル	有る	動詞-非自立可能	五段-ラ行	終止形-一般	1
から	カラ	カラ	から	助詞-接続助詞			
そこ	ソコ	ソコ	其処	代名詞			0
で	デ	デ	で	助詞-格助詞			
休憩	キューケー	キュウケイ	休憩	名詞-普通名詞-サ変可能			0
さ	サ	スル	為る	動詞-非自立可能	サ行変格	未然形-サ	0
せる	セル	セル	せる	助動詞	下一段-サ行	連体形-一般	
こと	コト	コト	事	名詞-普通名詞-一般			2
も	モ	モ	も	助詞-係助詞			
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	終止形-一般	2
。			。	補助記号-句点			
バス	バス	バス	バス-bus	名詞-普通名詞-一般			1
や	ヤ	ヤ	や	助詞-副助詞			
トイレ	トイレ	トイレ	トイレ-toilet	名詞-普通名詞-一般			1
も	モ	モ	も	助詞-係助詞			
ある	アル	アル	有る	動詞-非自立可能	五段-ラ行	終止形-一般	1
から	カラ	カラ	から	助詞-接続助詞			
、			、	補助記号-読点			
ベッド	ベッド	ベッド	ベッド-bed	名詞-普通名詞-一般			1
を	オ	ヲ	を	助詞-格助詞			
入れ	イレ	イレル	入れる	動詞-一般	下一段-ラ行	連用形-一般	0
て	テ	テ	て	助詞-接続助詞			
そこ	ソコ	ソコ	其処	代名詞			0
に	ニ	ニ	に	助詞-格助詞			
何	ナン	ナン	何	名詞-数詞			1
人	ニン	ニン	人	接尾辞-名詞的-一般			
か	カ	カ	か	助詞-副助詞			
介護	カイゴ	カイゴ	介護	名詞-普通名詞-サ変可能			1
できる	デキル	デキル	出来る	動詞-非自立可能	上一段-カ行	終止形-一般	2
し	シ	シ	し	助詞-接続助詞			
、			、	補助記号-読点			
エレベーター	エレベーター	エレベーター	エレベーター-elevator	名詞-普通名詞-一般			3
は	ワ	ハ	は	助詞-係助詞			
ある	アル	アル	有る	動詞-非自立可能	五段-ラ行	終止形-一般	1
し	シ	シ	し	助詞-接続助詞			
」			」	補助記号-括弧閉			
しかし	シカシ	シカシ	然し	接続詞			2
、			、	補助記号-読点			
グループ	グループ	グループ	グループ-group	名詞-普通名詞-一般			2
補助	ホジョ	ホジョ	補助	名詞-普通名詞-サ変可能			1
金	キン	キン	金	接尾辞-名詞的-一般			
の	ノ	ノ	の	助詞-格助詞			
ルール	ルール	ルール	ルール-rule	名詞-普通名詞-一般			1
で	デ	デ	で	助詞-格助詞			
は	ワ	ハ	は	助詞-係助詞			
、			、	補助記号-読点			
建物	タテモノ	タテモノ	建物	名詞-普通名詞-一般			2,3
を	オ	ヲ	を	助詞-格助詞			
譲渡	ジョート	ジョウト	譲渡	名詞-普通名詞-サ変可能			1
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
たり	タリ	タリ	たり	助詞-副助詞			
、			、	補助記号-読点			
事業	ジギョー	ジギョウ	事業	名詞-普通名詞-一般			1
を	オ	ヲ	を	助詞-格助詞			
転換	テンカン	テンカン	転換	名詞-普通名詞-サ変可能			0
し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	0
たり	タリ	タリ	たり	助詞-副助詞			
